source_id,paper_slug,paper_title,authors,year,journal_or_series,doi,mineru_match_status,mineru_match_score,mineru_run_ids,primary_source_title,model_title_match_score,primary_full_md_repo,primary_full_md_repo_relpath,primary_full_md_sha256,raw_pdf_repo,raw_pdf_repo_relpath,raw_pdf_sha256,source_markdown_storage,linked_model_ids,linked_model_count
nk_gm16__understanding_the_gains_from_wage_flexibility_the_exchange_rate_connecti__f3573fbb,nk_gm16__understanding_the_gains_from_wage_flexibility_the_exchange_rate_connecti,Understanding the Gains from Wage Flexibility: The Exchange Rate Connection,"Gali, Jordi; Monacelli, Tommaso",2016,"American Economic Review, 106(12): 3829-3868",10.1257/aer.20131658,matched,1.0000,f3573fbb-2fef-4718-afd3-15685e5d8459,Understanding the Gains from Wage Flexibility- The Exchange Rate Connection,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_gm16__understanding_the_gains_from_wage_flexibility_the_exchange_rate_connecti__f3573fbb/full.md,fe80424f74334d13f857d93752bb946ede55c4b06adc969e0aeb9e9b1fb35c09,dsge-evaluation,raw/mmb_papers/Understanding the Gains from Wage Flexibility- The Exchange Rate Connection.pdf,cecdbc252fc6e073c8700bad9a3777e09fd6673bf86b935f95fcfac176909818,not_vendored_public_repo_copyright_boundary,NK_GM16,1
nk_gn25__energy_price_shocks_unemployment_and_monetary_policy__ca6f092e,nk_gn25__energy_price_shocks_unemployment_and_monetary_policy,"Energy price shocks, unemployment, and monetary policy","Gnocato, Nicolò",2025,Journal of Monetary Economics,10.1016/j.jmoneco.2025.103734,matched,1.0000,ca6f092e-7214-4c3a-be67-f019e816eacc,"Energy price shocks, unemployment, and monetary policy",1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_gn25__energy_price_shocks_unemployment_and_monetary_policy__ca6f092e/full.md,b753bda2565646a7e7dc062982cebefd07671524552605912fb992b2e8e8c96a,dsge-evaluation,"raw/mmb_papers/Energy price shocks, unemployment, and monetary policy.pdf",76d9015df0cb2432ededc96c869ebab9e14c64059215f7efebe46c51ccdd3d37,not_vendored_public_repo_copyright_boundary,NK_GN25,1
nk_gs14__should_monetary_policy_lean_against_the_wind_an_analysis_based_on_a_dsge__0f9b3acb,nk_gs14__should_monetary_policy_lean_against_the_wind_an_analysis_based_on_a_dsge,Should monetary policy lean against the wind? An analysis based on a DSGE model with banking,"Gambacorta, Leonardo; Signoretti, Federico M.",2014,"Journal of Economic Dynamics and Control, 43, 146-174",10.1016/j.jedc.2014.01.016,matched,1.0000,0f9b3acb-25b5-48bb-94df-55820558f4d8,Should monetary policy lean against the wind? An analysis based on a DSGE model with banking,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_gs14__should_monetary_policy_lean_against_the_wind_an_analysis_based_on_a_dsge__0f9b3acb/full.md,3d31ae138cb4c70a80e91b0edd86be76688b74bc08bfda7bc297b4c4a9677c7d,dsge-evaluation,raw/mmb_papers/Should monetary policy lean against the wind? An analysis based on a DSGE model with banking.pdf,cf73ed230eeae73b2a8a84264d102ca275aaf94ec223a479f040615facf9023b,not_vendored_public_repo_copyright_boundary,NK_GS14,1
nk_gssz17__inflation_dynamics_during_the_financial_crisis__85a7350a,nk_gssz17__inflation_dynamics_during_the_financial_crisis,Inflation Dynamics during the Financial Crisis,"Gilchrist, Simon; Schoenle, Raphael; Sim, Jae; Zakrajsek, Egon",2017,"American Economic Review, 107(3): 785-823",10.1257/aer.20150248,matched,1.0000,85a7350a-a6d9-40e9-8065-b8a924aa1887,Inflation Dynamics during the Financial Crisis,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_gssz17__inflation_dynamics_during_the_financial_crisis__85a7350a/full.md,441927089c3679f289eed487671115d3a1ec3a796caac9b2434e3cb00b705fd2,dsge-evaluation,raw/mmb_papers/Inflation Dynamics during the Financial Crisis.pdf,948d96833a1e9091d8a3a2df9d6e83b743843e887b8a93cac2419e95ba2a2758,not_vendored_public_repo_copyright_boundary,NK_GSSZ17,1
nk_jo15_ht_nk_jo15_lt__productivity_shocks_and_monetary_policy_in_a_two_country_model__f031feec,nk_jo15_ht_nk_jo15_lt__productivity_shocks_and_monetary_policy_in_a_two_country_model,Productivity Shocks and Monetary Policy in a Two-Country Model,"Jang, Tae-Seok; Okano, Eiji",2015,"Front. Econ. China, 2015, 10(1): 7-37.",10.1016/j.jpolmod.2015.03.017,matched,1.0000,f031feec-a81e-43ec-ac7a-f89bd2d73785,Productivity Shocks and Monetary Policy in a Two-Country Model,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_jo15_ht_nk_jo15_lt__productivity_shocks_and_monetary_policy_in_a_two_country_model__f031feec/full.md,6a948a4aeb402f562d65588573168a2463e348d438941f16690e7a467d362664,dsge-evaluation,raw/mmb_papers/Productivity Shocks and Monetary Policy in a Two-Country Model.pdf,82fce4abb9d2f6d69d0d5e9fd2fd7cf004fb7302d038d49223b4340f4dd911a7,not_vendored_public_repo_copyright_boundary,NK_JO15_ht;NK_JO15_lt,2
nk_km16__public_debt_and_changing_inflation_targets__e715ef78,nk_km16__public_debt_and_changing_inflation_targets,Public Debt and Changing Inflation Targets,"Krause, Michael U.; Moyen, Stéphane",2016,"American Economic Journal: Macroeconomics, 8(4): 142-76",10.1257/mac.20130014,matched,1.0000,e715ef78-2669-4f27-8813-b62be9614e4e,Public Debt and Changing Inflation Targets,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_km16__public_debt_and_changing_inflation_targets__e715ef78/full.md,c7cde850dbd81556ad218559e53cb05679792550ba9145d9866d795fcc22dd02,dsge-evaluation,raw/mmb_papers/Public Debt and Changing Inflation Targets.pdf,610df32e1b4c943918759e24e2e15a0eedbdd6a8daa34c9ab0a677ab32452e13,not_vendored_public_repo_copyright_boundary,NK_KM16,1
nk_krs12__monetary_and_macroprudential_policy_rules_in_a_model_with_house_price_bo__fb846d59,nk_krs12__monetary_and_macroprudential_policy_rules_in_a_model_with_house_price_bo,Monetary and macroprudential policy rules in a model with house price booms,"Kannan, Prakash; Rabanal, Pau; Scott, Alasdair M.",2012,"The B.E. Journal of Macroeconomics 12 (1), pp. 16",10.1515/1935-1690.2268,matched,1.0000,fb846d59-b45c-4f6d-96d6-d7fb0f6fd4dc,Monetary and macroprudential policy rules in a model with house price booms,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_krs12__monetary_and_macroprudential_policy_rules_in_a_model_with_house_price_bo__fb846d59/full.md,b3d80bb56272e82b3e1d63b2a8da875764a9739d26f10b758e99e70a1cb3150f,dsge-evaluation,raw/mmb_papers/Monetary and macroprudential policy rules in a model with house price booms.pdf,8296077b7656cf7ca45da545547075bff50cab7d34f7779c85a2611d29a8470c,not_vendored_public_repo_copyright_boundary,NK_KRS12,1
nk_kw16__fiscal_deficits_financial_fragility_and_the_effectiveness_of_government__1f4dab15,nk_kw16__fiscal_deficits_financial_fragility_and_the_effectiveness_of_government,"Fiscal deficits, financial fragility, and the effectiveness of government policies","Kirchner, Markus; van Wijnbergen, Sweder ",2016,"Journal of Monetary Economics 80, 51-68",10.1016/j.jmoneco.2016.04.007,matched,1.0000,1f4dab15-8f18-4970-8871-ae86652134f8,"Fiscal deficits, financial fragility, and the effectiveness of government policies",1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_kw16__fiscal_deficits_financial_fragility_and_the_effectiveness_of_government__1f4dab15/full.md,340b964617beaa18edb9e75d79b1376e73b594573eaec0a262d67fc2bcb64359,dsge-evaluation,"raw/mmb_papers/Fiscal deficits, financial fragility, and the effectiveness of government policies.pdf",cbbb9b599ab27077d706b889b7fcb1b29ad8123f3032de6ff03df6df6fcd18c8,not_vendored_public_repo_copyright_boundary,NK_KW16,1
nk_lww03_nk_lww03al_us_frb03__the_performance_of_forecast_based_monetary_policy_rules_under_model_unce__c97e3d2f,nk_lww03_nk_lww03al_us_frb03__the_performance_of_forecast_based_monetary_policy_rules_under_model_unce,The Performance of Forecast-Based Monetary Policy Rules under Model Uncertainty,"Levin, Andrew; Wieland, Volker; Williams, John C.",2003,"American Economic Review 93 (3), pp. 622-645",10.1257/000282803322157016,matched,1.0000,c97e3d2f-7a9e-4264-94c8-b3429b587455,The Performance of Forecast-Based Monetary Policy Rules under Model Uncertainty,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_lww03_nk_lww03al_us_frb03__the_performance_of_forecast_based_monetary_policy_rules_under_model_unce__c97e3d2f/full.md,e5513fdab74b53e9df2748adb850be6c6a4781bcf2aee6419603e04e9341646e,dsge-evaluation,raw/mmb_papers/The Performance of Forecast-Based Monetary Policy Rules under Model Uncertainty.pdf,87d166c1f8657fe8c868dda87861c0145ca5545859777c4d113307caf8797ae3,not_vendored_public_repo_copyright_boundary,NK_LWW03;NK_LWW03AL;US_FRB03,3
nk_mcn99cr__performance_of_operational_policy_rules_in_an_estimated_semiclassical_st__b43633f6,nk_mcn99cr__performance_of_operational_policy_rules_in_an_estimated_semiclassical_st,Performance of Operational Policy Rules in an Estimated Semiclassical Structural Model,"McCallum, Bennett; Nelson, Edward",1999,"Taylor, J. B. (Ed.), Monetary Policy Rules, pp. 15-56",10.3386/w6599,matched,1.0000,b43633f6-1141-457a-af12-8edc3db54f79,Performance of Operational Policy Rules in an Estimated Semiclassical Structural Model,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_mcn99cr__performance_of_operational_policy_rules_in_an_estimated_semiclassical_st__b43633f6/full.md,df5dc47f3d5c05310961cc9ff8cb65bf4130fc3a3c8b9d0f3b5d62110baa92e8,dsge-evaluation,raw/mmb_papers/Performance of Operational Policy Rules in an Estimated Semiclassical Structural Model.pdf,ca8ae773f0c22ac1736ff56cd2e6877b1185dcfe55a650acdf02cd8587db6cca,not_vendored_public_repo_copyright_boundary,NK_MCN99cr,1
nk_mi14__a_theory_of_countercyclical_government_multiplier__afea0443,nk_mi14__a_theory_of_countercyclical_government_multiplier,A Theory of Countercyclical Government Multiplier,"Michaillat, Pascal",2014,"American Economic Journal: Macroeconomics, 6(1): 190-217",10.1257/mac.6.1.190,matched,1.0000,afea0443-0728-45fc-b048-6add939d19ec; ee399d61-9d94-4794-ba44-4a43691caddf,A Theory of Countercyclical Government Multiplier,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_mi14__a_theory_of_countercyclical_government_multiplier__afea0443/full.md,12f20f4cf79c2cfd2f9690330fad0a399689722df75b41670d53a3a399a69f02,dsge-evaluation,raw/mmb_papers/A Theory of Countercyclical Government Multiplier.pdf,d285848775ca0c0e0ce7ebc7cd5fdfbf8bce3446bc07014c711e647997921b51,not_vendored_public_repo_copyright_boundary,NK_MI14,1
nk_mm10__the_role_of_bank_capital_in_the_propagation_of_shocks__6ca06dd0,nk_mm10__the_role_of_bank_capital_in_the_propagation_of_shocks,The role of bank capital in the propagation of shocks,"Meh, Césaire A.; Moran, Kevin",2010,"Journal of Economic Dynamics and Control 34 (3), pp. 555-576",10.1016/j.jedc.2009.10.009,matched,1.0000,6ca06dd0-c999-4627-9268-920fc7c8800c,The role of bank capital in the propagation of shocks,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_mm10__the_role_of_bank_capital_in_the_propagation_of_shocks__6ca06dd0/full.md,d387d44a378860bee83e74d50b94e019d2c13c6f033e07ebb05950c2ac1fce7d,dsge-evaluation,raw/mmb_papers/The role of bank capital in the propagation of shocks.pdf,a6abf9fa927a733323662b4a0d488d596909bc04245d8626b89956b33f1a7c17,not_vendored_public_repo_copyright_boundary,NK_MM10,1
nk_mpt10__unemployment_fiscal_multipliers__7b622dc6,nk_mpt10__unemployment_fiscal_multipliers,Unemployment fiscal multipliers,"Monacelli, Tommaso; Perotti, Roberto; Trigari, Antonella",2010,"Journal of Monetary Economics 57 (5), 531-553",10.1016/j.jmoneco.2010.05.009,matched,1.0000,7b622dc6-7f76-4474-a39f-7237f4510f1b,Unemployment fiscal multipliers,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_mpt10__unemployment_fiscal_multipliers__7b622dc6/full.md,2054aab641dd8bebf5aa8d9479f2fcfe8397e1aa0ebb2344dcc933216917677e,dsge-evaluation,raw/mmb_papers/Unemployment fiscal multipliers.pdf,cf767c94ffba351039aa992cf05ef1db6a4b81b4642a6dfc67dcaebdf89bf35e,not_vendored_public_repo_copyright_boundary,NK_MPT10,1
nk_ns14__fiscal_stimulus_in_a_monetary_union_evidence_from_us_regions__de79b39b,nk_ns14__fiscal_stimulus_in_a_monetary_union_evidence_from_us_regions,Fiscal stimulus in a monetary union: Evidence from US regions,"Nakamura, Emi; Steinsson, Jón",2014,"American Economic Review 4, pp. 753-792",10.1257/aer.104.3.753,matched,1.0000,de79b39b-0738-4cb5-bdea-0da9932cc707,Fiscal stimulus in a monetary union- Evidence from US regions,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_ns14__fiscal_stimulus_in_a_monetary_union_evidence_from_us_regions__de79b39b/full.md,3803797006ef62f1a89a68b80720b8b7fe6667c3e2675df219ab1ae498f13381,dsge-evaluation,raw/mmb_papers/Fiscal stimulus in a monetary union- Evidence from US regions.pdf,c5eea9db0c41a9e381d83faba41b22a49bac905a7d2b2d66a80d3c2e7ad05e18,not_vendored_public_repo_copyright_boundary,NK_NS14,1
nk_pp17__coordinating_monetary_and_macroprudential_policies__7a9fb3e4,nk_pp17__coordinating_monetary_and_macroprudential_policies,Coordinating monetary and macroprudential policies,"De Paoli, Bianca; Paustian, Matthias",2017,"Journal of Money, Credit and Banking 49 (2-3), 319-349",10.1111/jmcb.12381,matched,1.0000,7a9fb3e4-aa53-43fb-8193-d10c6ee867a1; 987dc70c-60f6-40df-822f-f65f37720fde,Coordinating monetary and macroprudential policies,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_pp17__coordinating_monetary_and_macroprudential_policies__7a9fb3e4/full.md,bcd863bf2a35c049b82c247a6b9bb3b404e094d2aa8443e11ce0138aba499a4c,dsge-evaluation,raw/mmb_papers/Coordinating monetary and macroprudential policies.pdf,244b4ee2b6510b8b166b92c3ec6825dc52497611893326bb1007322ed75ea1d1,not_vendored_public_repo_copyright_boundary,NK_PP17,1
nk_psv16__the_price_of_capital_and_the_financial_accelerator__a468e7e7,nk_psv16__the_price_of_capital_and_the_financial_accelerator,The price of capital and the financial accelerator,"Pancrazi, Roberto; Seoane, Hernán D.; Vukotic, Marija",2016,"Economics Letters 149, 86-89",10.1016/j.econlet.2016.10.022,matched,1.0000,a468e7e7-073f-4a72-a489-1ee9eba05671,The price of capital and the financial accelerator,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_psv16__the_price_of_capital_and_the_financial_accelerator__a468e7e7/full.md,0790dba52b46f00ef3f6e83b43dbf297655a4495bb0829557d1ade30521daeb9,dsge-evaluation,raw/mmb_papers/The price of capital and the financial accelerator.pdf,b2057ab6acdfabcc485e88f0947805b9c2fcf50f53bdab4c68631086180fdacf,not_vendored_public_repo_copyright_boundary,NK_PSV16,1
nk_ra16__bank_leverage_cycles_and_the_external_finance_premium__b2ee5225,nk_ra16__bank_leverage_cycles_and_the_external_finance_premium,Bank leverage cycles and the external finance premium,"Rannenberg, Ansgar",2016,"Journal of Money, Credit and Banking 48 (8), 1569-1612",10.1111/jmcb.12359,matched,1.0000,b2ee5225-63e2-431a-bf9c-4acdd1d63ebf; 81457220-fcb9-43d8-bf1c-418335166ef5,Bank leverage cycles and the external finance premium,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_ra16__bank_leverage_cycles_and_the_external_finance_premium__b2ee5225/full.md,f1093e034b1092441fc0d6733859103e696ad3b755c720668735d6894c7600f4,dsge-evaluation,raw/mmb_papers/Bank leverage cycles and the external finance premium.pdf,ffab06c7f1bb223d8cd6dbf9816a8c452ec5fbe817aeb5975cb8d09b0ae8f554,not_vendored_public_repo_copyright_boundary,NK_RA16,1
nk_rw06_nk_rw06al__optimal_monetary_policy_with_the_cost_channel__59aa85a1,nk_rw06_nk_rw06al__optimal_monetary_policy_with_the_cost_channel,Optimal monetary policy with the cost channel,"Ravenna, Frederico; Walsh, Carl ",2006,"Journal of Monetary Economics 53(2), pp. 199-216",10.1016/j.jmoneco.2005.01.004,matched,1.0000,59aa85a1-ddfa-45df-b7f4-00309f693c33,Optimal monetary policy with the cost channel,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_rw06_nk_rw06al__optimal_monetary_policy_with_the_cost_channel__59aa85a1/full.md,783cea04b8b29a9e66167541bf43d38142e3afffc6669e22ff9fed4c38a07541,dsge-evaluation,raw/mmb_papers/Optimal monetary policy with the cost channel.pdf,5b09d9500652343f6e1d3474f3b8fb1222bf48a2c9ec7ff6b8c680747d2d218c,not_vendored_public_repo_copyright_boundary,NK_RW06;NK_RW06AL,2
nk_rw97_nk_rw97al__an_optimization_based_econometric_framework_for_the_evaluation_of_moneta__af3fb04e,nk_rw97_nk_rw97al__an_optimization_based_econometric_framework_for_the_evaluation_of_moneta,An Optimization-Based Econometric Framework for the Evaluation of Monetary Policy,"Rotemberg, Julio; Woodford, Michael",1997,"NBER Macroeconomics Annual 12, pp. 297-346",10.1086/654340,matched,1.0000,af3fb04e-c2c6-4864-8a67-4a81a0fc8f98; 8afae8a2-eca9-450d-a44e-a6336fb3cff8,An Optimization-Based Econometric Framework for the Evaluation of Monetary Policy,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_rw97_nk_rw97al__an_optimization_based_econometric_framework_for_the_evaluation_of_moneta__af3fb04e/full.md,3ec6da3f6eddba77cc0becc95befb6a093241a2eb9c72c849524d7c449d8c3c5,dsge-evaluation,raw/mmb_papers/An Optimization-Based Econometric Framework for the Evaluation of Monetary Policy.pdf,401fba7bc7dfddbf52c23a7fe1e49165525f20d1c822a7bd71833bd5cba0c47c,not_vendored_public_repo_copyright_boundary,NK_RW97;NK_RW97AL,2
nk_st13__inside_money_in_general_equilibrium_does_it_matter_for_monetary_policy__147ef95e,nk_st13__inside_money_in_general_equilibrium_does_it_matter_for_monetary_policy,Inside money in general equilibrium: Does it matter for monetary policy?,"Stracca, Livio",2013,"Macroeconomic Dynamics 17 (3), 563-590",10.1017/s1365100511000368,matched,1.0000,147ef95e-e1de-4687-81af-2d62c23c52e2,Inside money in general equilibrium- Does it matter for monetary policy?,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_st13__inside_money_in_general_equilibrium_does_it_matter_for_monetary_policy__147ef95e/full.md,4e45bbac5a03fd528aaed113ed8c79410cc79eb5cbe022753a14e7df49e0658e,dsge-evaluation,raw/mmb_papers/Inside money in general equilibrium- Does it matter for monetary policy?.pdf,c61fae0225f66a0d71caf161e22b5477b1b73fec2dcdeb715de9a165fd880fe5,not_vendored_public_repo_copyright_boundary,NK_ST13,1
rbc_dtt11__monetary_policy_and_the_financing_of_firms__d32dcd23,rbc_dtt11__monetary_policy_and_the_financing_of_firms,Monetary policy and the financing of firms,"De Fiore, Fiorella; Teles, Pedro; Tristani, Oreste",2011,"American Economic Journal: Macroeconomics 3(4), pp. 112-42",10.1257/mac.3.4.112,matched,1.0000,d32dcd23-cfeb-4a15-88ac-25e2cb169c6e,Monetary policy and the financing of firms,1.0000,dsge-evaluation,raw/mmb_mineru/runs/rbc_dtt11__monetary_policy_and_the_financing_of_firms__d32dcd23/full.md,7cef9b50514a60803ac90e4d64c79cbd9d898b807d19163412d4f4c4e0bc07c5,dsge-evaluation,raw/mmb_papers/Monetary policy and the financing of firms.pdf,15c9885fd7a9b2761d04de3fdab707faafb3d470c01ff4e7e4eb024416212a3e,not_vendored_public_repo_copyright_boundary,RBC_DTT11,1
uk_sm11__an_estimated_dsge_model_of_energy_costs_and_inflation_in_the_united_king__84b3b0b8,uk_sm11__an_estimated_dsge_model_of_energy_costs_and_inflation_in_the_united_king,"An estimated DSGE model of energy,
costs and inflation in the United Kingdom",Stephen Millard,2011,Bank of England Working Paper,10.2139/ssrn.1898065,matched,1.0000,84b3b0b8-fdb9-42d7-a2f1-4e4e266ccde8; 7c46224e-727a-48ed-950c-97f2f1810d7d,"An estimated DSGE model of energy, costs and inflation in the United Kingdom",1.0000,dsge-evaluation,raw/mmb_mineru/runs/uk_sm11__an_estimated_dsge_model_of_energy_costs_and_inflation_in_the_united_king__84b3b0b8/full.md,ddb1d929f359fec2351a3db1db93f41f87b2c5441032ac2d2923f2a16af8e758,dsge-evaluation,"raw/mmb_papers/An estimated DSGE model of energy, costs and inflation in the United Kingdom.pdf",6bd1584e33da3486ac7e83845be56e93b36d812fd02e85bffcd759a4b094c165,not_vendored_public_repo_copyright_boundary,UK_SM11,1
us_acelm_us_acelswm_us_acelswt_us_acelt__firm_specific_capital_nominal_rigidities__e0fac58f,us_acelm_us_acelswm_us_acelswt_us_acelt__firm_specific_capital_nominal_rigidities,"Firm-specific capital, nominal rigidities","Altig, David; Christiano, Lawrence J.; Eichenbaum, Martin; Linde, Jesper",2005,CEPR Discussion Papers 4858,10.3386/w11034,matched,1.0000,e0fac58f-0dfb-476b-b2df-8712e57d9ce4,"Firm-specific capital, nominal rigidities",1.0000,dsge-evaluation,raw/mmb_mineru/runs/us_acelm_us_acelswm_us_acelswt_us_acelt__firm_specific_capital_nominal_rigidities__e0fac58f/full.md,076ad1ff4d2146c511b4feabae5490d12292e7ee485f953b8320dfd9751542c7,dsge-evaluation,"raw/mmb_papers/Firm-specific capital, nominal rigidities.pdf",b418270ebc5f8698a2a1d2562d236ccdefe30fb4ee04561a1287a8872c205618,not_vendored_public_repo_copyright_boundary,US_ACELm;US_ACELswm;US_ACELswt;US_ACELt,4
us_aj16__financial_intermediation_investment_dynamics_and_business_cycle_fluctuat__68cd7c2d,us_aj16__financial_intermediation_investment_dynamics_and_business_cycle_fluctuat,"Financial intermediation, investment dynamics, and business cycle fluctuations","Ajello, Andrea",2016,"American Economic Review 106 (8), 2256-2303",10.1257/aer.20120079,matched,1.0000,68cd7c2d-56de-47eb-b378-19705191b4ce,"Financial intermediation, investment dynamics, and business cycle fluctuations",1.0000,dsge-evaluation,raw/mmb_mineru/runs/us_aj16__financial_intermediation_investment_dynamics_and_business_cycle_fluctuat__68cd7c2d/full.md,f6cf50e896ac923df5d2687bbbc6dbde90315f968809469d1d2197d006fca134,dsge-evaluation,"raw/mmb_papers/Financial intermediation, investment dynamics, and business cycle fluctuations.pdf",c8e185d6a7ff7c0b6b126b0d7aabd83115c9ea61a7a0f9cbeaf30a902fc6ca01,not_vendored_public_repo_copyright_boundary,US_AJ16,1
us_bb18__oil_supply_shocks_and_the_u_s_economy_an_estimated_dsge_model__fb6c41df,us_bb18__oil_supply_shocks_and_the_u_s_economy_an_estimated_dsge_model,Oil supply shocks and the U.S. economy: An estimated DSGE model,"Balke, N.; Brown, S.",2018,"Energy Policy, Volume 116, Pages 357-372",10.1016/j.enpol.2018.02.027,matched,1.0000,fb6c41df-3d98-4b31-8b03-8163ae00a837,Oil supply shocks and the U.S. economy- An estimated DSGE model,1.0000,dsge-evaluation,raw/mmb_mineru/runs/us_bb18__oil_supply_shocks_and_the_u_s_economy_an_estimated_dsge_model__fb6c41df/full.md,d1ef65c6692f3c7ce04e1ee6aad297592ce270ba6f686918b4475784bde1c385,dsge-evaluation,raw/mmb_papers/Oil supply shocks and the U.S. economy- An estimated DSGE model.pdf,75c8ad5e3e59918d0f658893f8eade3233f827b5e017dee781a0682a503a2c46,not_vendored_public_repo_copyright_boundary,US_BB18,1
us_bkm12__reset_price_inflation_and_the_impact_of_monetary_policy_shocks__f65547b5,us_bkm12__reset_price_inflation_and_the_impact_of_monetary_policy_shocks,Reset Price Inflation and the Impact of Monetary Policy Shocks,"Bils, Mark; Klenow, Peter J.; Malin, Benjamin A.",2012,"American Economic Review, 102(6): 2798-2825",10.1257/aer.102.6.2798,matched,1.0000,f65547b5-e14b-4dbf-ac7e-9efb5ba7f228,Reset Price Inflation and the Impact of Monetary Policy Shocks,1.0000,dsge-evaluation,raw/mmb_mineru/runs/us_bkm12__reset_price_inflation_and_the_impact_of_monetary_policy_shocks__f65547b5/full.md,23d47d1e1abe0ae3a475de6ded76daf4f773997f4d4a991687018a6b5648ff19,dsge-evaluation,raw/mmb_papers/Reset Price Inflation and the Impact of Monetary Policy Shocks.pdf,c3bd56b8c1e703b9ccb95b94f305f626246f5e0731d1a2e8e9dcb833f359238e,not_vendored_public_repo_copyright_boundary,US_BKM12,1
us_br13__why_are_the_2000s_so_different_from_the_1970s__5227bf28,us_br13__why_are_the_2000s_so_different_from_the_1970s,Why are the 2000s so different from the 1970s?,"Blanchard, Olivier; Riggi, Marianna",2013,"Journal of the European Economic Association, 11(5), 1032–1052",,matched,1.0000,5227bf28-1ed1-42e5-9235-36552bd5505b,Why are the 2000s so different from the 1970s?,1.0000,dsge-evaluation,raw/mmb_mineru/runs/us_br13__why_are_the_2000s_so_different_from_the_1970s__5227bf28/full.md,44a804d5a66e5742d08a64021a93092b21a55ee778f5e37daf1cc102416051bc,dsge-evaluation,raw/mmb_papers/Why are the 2000s so different from the 1970s?.pdf,c3c0548db524bc175933dceb894bed353ad7cc42bdffecc8a78d278d9b0cbcec,not_vendored_public_repo_copyright_boundary,US_BR13,1
us_ccf12__the_macroeconomic_effects_of_large_scale_asset_purchase_programmes__2865b07c,us_ccf12__the_macroeconomic_effects_of_large_scale_asset_purchase_programmes,The Macroeconomic Effects of Large-scale Asset Purchase Programmes,"Chen, Han; Cúrdia, Vasco; Ferrero, Andrea",2012,"The Economics Journal 122(November), pp. F289-F315",10.1111/j.1468-0297.2012.02549.x,matched,1.0000,2865b07c-427c-46bd-b58b-d89d31d5cf2b,The Macroeconomic Effects of Large-scale Asset Purchase Programmes,1.0000,dsge-evaluation,raw/mmb_mineru/runs/us_ccf12__the_macroeconomic_effects_of_large_scale_asset_purchase_programmes__2865b07c/full.md,4b88db00ffa5b0e2f3f24373c465c8866edac67e6e876dcba68897c9fbfbcde7,dsge-evaluation,raw/mmb_papers/The Macroeconomic Effects of Large-scale Asset Purchase Programmes.pdf,ec2933959c7099a7b60843a028145a5af80b5f53ef109c584a1500891a8d86cf,not_vendored_public_repo_copyright_boundary,US_CCF12,1
us_cctw10__new_keynesian_versus_old_keynesian_government_spending_multipliers__da0c2db2,us_cctw10__new_keynesian_versus_old_keynesian_government_spending_multipliers,New keynesian versus old keynesian government spending multipliers,"Cogan, John F.; Cwik, Tobias; Taylor, John B.; Wieland, Volker",2010,"Journal of Economic Dynamics and Control 34(3), pp. 281-295",10.1016/j.jedc.2010.01.010,matched,1.0000,da0c2db2-6c72-491a-bf19-36494debedbb,New keynesian versus old keynesian government spending multipliers,1.0000,dsge-evaluation,raw/mmb_mineru/runs/us_cctw10__new_keynesian_versus_old_keynesian_government_spending_multipliers__da0c2db2/full.md,659ea28a152ae05f8c7de0deebfe6d9467ac2552204ccc1e82d1f6b3af2d2628,dsge-evaluation,raw/mmb_papers/New keynesian versus old keynesian government spending multipliers.pdf,2390914291da1be9d73049eea0be204c9111362eded196832bd3960b6242eba5,not_vendored_public_repo_copyright_boundary,US_CCTW10,1
